Código,Nome,PU,Taxa Indicativa,data,Indexer
FLCLB1,ENERGISA M.GERAIS DITRIB.DE ENERGIA S/A (*) (**),1040.81,0.41,27/09/2024,DI +
FLRY15,FLEURY S/A (*) (**),1033.42,0.36,27/09/2024,DI +
FLRY19,FLEURY S/A (*),1035.42,0.59,27/09/2024,DI +
FLRY25,FLEURY S/A (*),1046.12,0.54,27/09/2024,DI +
FLRY27,FLEURY S/A (*),1090.01,0.49,27/09/2024,DI +
FLRY29,FLEURY S/A (*),1035.62,0.71,27/09/2024,DI +
GGBRA7,GERDAU S/A (*),1036.5,0.6,27/09/2024,DI +
GRRB14,AGUAS GUARIROBA S/A (*) (**),10241.61,0.72,27/09/2024,DI +
GSHC15,GSH CORP PARTICIPACOES S.A. (*),1061.36,1.39,27/09/2024,DI +
GSTS13,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*) (**),714.55,1.8,27/09/2024,DI +
GUAR15,GUARARAPES CONFECCOES S/A (*) (**),407.24,1.52,27/09/2024,DI +
GUAR16,GUARARAPES CONFECCOES S/A (*),1068.26,1.58,27/09/2024,DI +
HAPV12,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*) (**),1059.23,0.9,27/09/2024,DI +
HAPV13,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),1060.9,1.15,27/09/2024,DI +
HAPV15,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),1050.22,1.26,27/09/2024,DI +
HAPV17,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),1058.0,1.31,27/09/2024,DI +
HAPV22,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),1066.92,1.12,27/09/2024,DI +
HBSA12,HIDROVIAS DO BRASIL S.A. (*),1035.55,1.56,27/09/2024,DI +
HBSA22,HIDROVIAS DO BRASIL S.A. (*),1043.38,1.76,27/09/2024,DI +
HGLB12,HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A (*) (**),965.4,2.85,27/09/2024,DI +
HSPA12,HOSPITAL ANCHIETA S.A. (*),769.43,15.92,27/09/2024,DI +
HSPE14,HOSPITAL ESPERANÇA S/A (*) (**),1.04,1.21,27/09/2024,DI +
HYPEA4,HYPERA S/A (*),1053.53,0.52,27/09/2024,DI +
HYPEA5,HYPERA S/A (*),1089.77,0.8,27/09/2024,DI +
HYPEA7,HYPERA S/A (*),1054.75,0.6,27/09/2024,DI +
HYPEA8,HYPERA S/A (*),1042.97,0.73,27/09/2024,DI +
HZTC24,ORIZON MEIO AMBIENTE S.A. (*) (**),1036.96,2.61,27/09/2024,DI +
IGSN14,IGUA SANEAMENTO S.A (*) (**),410.42,1.5,27/09/2024,DI +
IGTAA0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,1081.41,0.27,27/09/2024,DI +
IGTAB0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,1108.94,0.43,27/09/2024,DI +
IGTAB1,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*),1062.4,0.51,27/09/2024,DI +
INEL12,INSPIRALI EDUCACAO S/A (*),1043.12,1.58,27/09/2024,DI +
IOCHA2,IOCHPE-MAXION S/A (*),1074.34,1.39,27/09/2024,DI +
IOCHA3,IOCHPE-MAXION S/A (*) (**),1061.21,1.52,27/09/2024,DI +
ITSA13,ITAUSA S/A (*) (**),1069.76,1.53,27/09/2024,DI +
ITSA16,ITAUSA S/A (*) (**),1121.6,0.82,27/09/2024,DI +
ITSA17,ITAUSA S/A (*),1020.2,0.81,27/09/2024,DI +
ITSA24,ITAUSA S/A (*),1071.34,1.13,27/09/2024,DI +
JHSFA1,JHSF PARTICIPAÇÕES S/A,1031.96,2.14,27/09/2024,DI +
JHSFA3,JHSF PARTICIPAÇÕES S/A (*),1000.05,2.33,27/09/2024,DI +
JSLGA5,JSL S/A (*),1062.51,2.5,27/09/2024,DI +
JSMLA5,SIMPAR S.A. (*),1030.76,3.45,27/09/2024,DI +
JSMLB3,SIMPAR S.A. (*),1055.11,1.3,27/09/2024,DI +
KLAS12,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S/A (*) (**),812.27,2.79,27/09/2024,DI +
KRSA11,KORA SAUDE PARTICIPACOES S.A. (*),843.46,15.64,27/09/2024,DI +
LCAMA9,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),1031.11,1.81,27/09/2024,DI +
LCAMB2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),1054.43,1.63,27/09/2024,DI +
LCAMB4,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),1054.78,1.51,27/09/2024,DI +
LCAMC2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),1065.53,1.92,27/09/2024,DI +
LCAMC3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),1062.92,1.54,27/09/2024,DI +
LCAMD2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),1051.61,1.49,27/09/2024,DI +
LMTI15,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A.,525.74,1.43,27/09/2024,DI +
LMTP16,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),1001.2,1.46,27/09/2024,DI +
LMTP17,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),1056.63,1.55,27/09/2024,DI +
LMTP18,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),1045.84,1.51,27/09/2024,DI +
LMTP26,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),1002.31,1.65,27/09/2024,DI +
LOGGB1,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S/A (*),1036.43,1.13,27/09/2024,DI +
LORTA8,LOCALIZA RENT A CAR (*),1064.91,1.4,27/09/2024,DI +
LORTA9,LOCALIZA RENT A CAR (*) (**),1013.99,1.46,27/09/2024,DI +
LORTB1,LOCALIZA RENT A CAR (*),1028.17,1.46,27/09/2024,DI +
LORTB2,LOCALIZA RENT A CAR (*),1045.95,1.66,27/09/2024,DI +
LORTB9,LOCALIZA RENT A CAR (*),1022.05,1.68,27/09/2024,DI +
LORTE4,LOCALIZA RENT A CAR (*) (**),1048.32,1.07,27/09/2024,DI +
LORTF4,LOCALIZA RENT A CAR (*) (**),1046.1,1.61,27/09/2024,DI +
LRENB1,LOJAS RENNER S/A (*) (**),508.49,0.67,27/09/2024,DI +
LVTC12,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*) (**),973.72,6.71,27/09/2024,DI +
MANT12,MANAUS TRANSMISSORA DE ENERGIA S/A (*) (**),8789.88,1.44,27/09/2024,DI +
MATD11,HOSPITAL MATER DEI S.A. (*),1064.11,1.07,27/09/2024,DI +
MATD12,HOSPITAL MATER DEI S.A. (*),1032.36,1.03,27/09/2024,DI +
MEAL14,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A. (*),1068.03,4.23,27/09/2024,DI +
MGLUA0,MAGAZINE LUIZA S/A (*),1014.83,4.07,27/09/2024,DI +
MILS26,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),786.24,1.41,27/09/2024,DI +
MNLT11,MNLT S.A.,1070.55,0.94,27/09/2024,DI +
MNRVA1,MINERVA S/A (*) (**),1058.39,1.41,27/09/2024,DI +
MOVI17,MOVIDA PARTICIPACOES S/A (*),1006.15,2.58,27/09/2024,DI +
MOVI19,MOVIDA PARTICIPACOES S/A (*) (**),1011.34,2.63,27/09/2024,DI +
MOVI27,MOVIDA PARTICIPACOES S/A (*) (**),1000.86,3.03,27/09/2024,DI +
MOVI34,MOVIDA PARTICIPACOES S/A (*) (**),1017.56,2.27,27/09/2024,DI +
MOVIA2,MOVIDA PARTICIPACOES S/A (*),1055.14,2.26,27/09/2024,DI +
MOVIA3,MOVIDA PARTICIPACOES S/A (*),999.62,2.9,27/09/2024,DI +
MRFGA0,MARFRIG GLOBAL FOODS S.A. (*) (**),1029.96,1.02,27/09/2024,DI +
MRFGA1,MARFRIG GLOBAL FOODS S.A. (*) (**),1053.93,1.18,27/09/2024,DI +
MRSL1A,MRS LOGÍSTICA S/A (*) (**),10236.54,0.73,27/09/2024,DI +
MRVEA8,MRV ENGENHARIA E PARTICIPAÇÃO S/A (*) (**),1017.15,1.78,27/09/2024,DI +
MRVEB2,MRV ENGENHARIA E PARTICIPAÇÃO S/A (*) (**),5137.96,1.76,27/09/2024,DI +
MTRO12,COMPANHIA DO METROPOLITANO DE SAO PAULO,770.71,0.8,27/09/2024,DI +
MULPA0,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),1071.61,0.59,27/09/2024,DI +
MULPB1,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),1041.16,0.54,27/09/2024,DI +
MVLV19,MOVIDA LOCACAO DE VEICULOS S.A. (*),1066.06,2.87,27/09/2024,DI +
MVLVA1,MOVIDA LOCACAO DE VEICULOS S.A. (*),1035.86,2.89,27/09/2024,DI +
NATUA3,NATURA COSMÉTICOS S/A (*),1039.53,0.85,27/09/2024,DI +
NIGP12,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),1047.3,0.88,27/09/2024,DI +
NTSD16,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),1033.25,0.64,27/09/2024,DI +
NTSD25,NOVA TRANSPORTE DO SUDESTE S.A. - NTS  (*),1042.73,0.59,27/09/2024,DI +
NTSD26,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),1042.13,0.74,27/09/2024,DI +
NTSD35,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),1053.59,0.79,27/09/2024,DI +
NTSD36,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),1043.14,1.15,27/09/2024,DI +
OCNP13,OCEANPACT SERVICOS MARITIMOS S.A. (*),554.18,2.43,27/09/2024,DI +
OGDS11,OMEGA DESENVOLVIMENTO S.A. (*) (**),1042.98,1.92,27/09/2024,DI +
OMGE13,OMEGA GERAÇÃO S/A (*),870.7,1.0,27/09/2024,DI +
OMGE21,OMEGA GERAÇÃO S/A (*) (**),1050.2,0.72,27/09/2024,DI +
ONCO19,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),1029.99,2.05,27/09/2024,DI +
ONCO29,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),1032.82,2.06,27/09/2024,DI +
ONCOA1,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),1025.73,2.26,27/09/2024,DI +
OPCT15,OCEANPACT SERVICOS MARITIMOS S.A. (*),1016.28,2.51,27/09/2024,DI +
ORMA15,ORIZON MEIO AMBIENTE S.A. (*),1026.09,1.41,27/09/2024,DI +
OVSA10,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),1037.76,2.17,27/09/2024,DI +
OVSA1A,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),1047.28,2.3,27/09/2024,DI +
OVSAA3,UNIDAS LOCACOES E SERVICOS S.A. (*),1024.32,2.48,27/09/2024,DI +
OVSAA8,UNIDAS LOCACOES E SERVICOS S.A. (*),1041.31,2.57,27/09/2024,DI +
PALFA2,COMPANHIA PAULISTA DE FORÇA E LUZ (*) (**),1045.31,0.65,27/09/2024,DI +
PALFA4,COMPANHIA PAULISTA DE FORÇA E LUZ (*),862.5,0.58,27/09/2024,DI +
PASS11,COMPASS GAS E ENERGIA S.A (*) (**),1041.03,0.97,27/09/2024,DI +
PASS12,COMPASS GAS E ENERGIA S.A (*),1072.04,0.98,27/09/2024,DI +
PASS13,COMPASS GAS E ENERGIA S.A (*),1013.81,0.8,27/09/2024,DI +
PEJA21,PETRO RIO JAGUAR PETROLEO S.A. (*),1039.17,1.06,27/09/2024,DI +
PLSB2A,AUTOPISTA LITORAL SUL S/A. (*),1052.88,1.63,27/09/2024,DI +
PRLG16,PROLAGOS S/A - C.S.PUBL. DE ÁGUA E ESGOTO (*),1082.57,2.0,27/09/2024,DI +
QUAL16,QUALICORP S/A (*) (**),767.62,2.98,27/09/2024,DI +
RADL15,RAIA DROGASIL S/A (*),1050.25,0.55,27/09/2024,DI +
RADL19,RAIA DROGASIL S/A (*),1043.81,0.67,27/09/2024,DI +
RDCO10,RODOVIAS DAS COLINAS S/A (*) (**),1051.6,1.18,27/09/2024,DI +
RDCO19,RODOVIAS DAS COLINAS S/A (*) (**),5185.66,1.05,27/09/2024,DI +
RDORA3,REDE DOR SÃO LUIZ S/A (*) (**),1051.23,1.15,27/09/2024,DI +
RDORA5,REDE DOR SÃO LUIZ S/A (*),1088.51,1.38,27/09/2024,DI +
RDORB3,REDE DOR SÃO LUIZ S/A (*) (**),1071.64,1.33,27/09/2024,DI +
RDORB5,REDE DOR SÃO LUIZ S/A (*),1089.76,1.27,27/09/2024,DI +
RDORB7,REDE DOR SÃO LUIZ S/A (*) (**),1037.12,0.81,27/09/2024,DI +
RDORB9,REDE DOR SÃO LUIZ S/A (*),1042.62,1.2,27/09/2024,DI +
RDORC1,REDE DOR SÃO LUIZ S/A (*),1086.6,1.37,27/09/2024,DI +
RDORC3,REDE DOR SÃO LUIZ S/A (*) (**),1072.47,1.31,27/09/2024,DI +
RDORC7,REDE DOR SÃO LUIZ S/A (*),1027.1,0.91,27/09/2024,DI +
RDORC9,REDE DOR SÃO LUIZ S/A (*),1043.43,1.18,27/09/2024,DI +
RDORD3,REDE DOR SÃO LUIZ S/A (*),1062.43,1.39,27/09/2024,DI +
RDORD9,REDE DOR SÃO LUIZ S/A (*),1061.2,1.31,27/09/2024,DI +
RENTA5,LOCALIZA RENT A CAR (*),1032.69,2.02,27/09/2024,DI +
RENTC4,LOCALIZA RENT A CAR (*),1046.77,1.7,27/09/2024,DI +
RENTC8,LOCALIZA RENT A CAR (*),1013.06,1.78,27/09/2024,DI +
RENTD9,LOCALIZA RENT A CAR (*),1053.0,1.84,27/09/2024,DI +
RIGEA2,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),1016.52,0.74,27/09/2024,DI +
RIGEA4,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*) (**),1045.64,0.64,27/09/2024,DI +
RIPR13,RIO PARANA ENERGIA S/A (*) (**),1036.9,0.93,27/09/2024,DI +
RNDN19,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*) (**),1030.67,0.92,27/09/2024,DI +
RNDN29,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),1041.51,0.93,27/09/2024,DI +
RNDNA0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),1061.76,0.91,27/09/2024,DI +
RNDNA1,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),1044.29,1.09,27/09/2024,DI +
RNDNB0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),1074.67,0.91,27/09/2024,DI +
RODB11,RODOVIAS DO BRASIL HOLDING S.A. (*),1621.17,2.16,27/09/2024,DI +
RRRP14,3R PETROLEUM OLEO E GAS S.A. (*),1036.9,2.32,27/09/2024,DI +
RSAN15,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),1054.54,1.8,27/09/2024,DI +
RSAN24,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*) (**),509.34,1.82,27/09/2024,DI +
RSAN25,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),1062.85,2.26,27/09/2024,DI +
SAEL18,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,342.55,0.47,27/09/2024,DI +
SAEL26,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A (*) (**),1039.53,0.49,27/09/2024,DI +
SAPRA1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),1005.9,1.46,27/09/2024,DI +
SAPRB4,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),1029.11,0.91,27/09/2024,DI +
SAPRC1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),1084.53,0.93,27/09/2024,DI +
SBFC12,SBF COMERCIO DE PRODUTOS ESPORTIVOS S.A.,350.88,0.87,27/09/2024,DI +
SBFC13,SBF COMERCIO DE PRODUTOS ESPORTIVOS S.A.,1067.59,1.02,27/09/2024,DI +
SBSPA1,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1009.11,0.56,27/09/2024,DI +
SBSPB1,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1032.16,0.64,27/09/2024,DI +
SBSPB7,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),1041.52,0.84,27/09/2024,DI +
SBSPC1,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1035.63,0.87,27/09/2024,DI +
SBSPC3,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP,1045.13,0.43,27/09/2024,DI +
SBSPC7,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1065.92,0.97,27/09/2024,DI +
SBSPD2,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),1003.59,0.4,27/09/2024,DI +
SBSPD9,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),1045.92,0.49,27/09/2024,DI +
SBSPE8,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),1037.45,0.38,27/09/2024,DI +
SBSPF8,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1048.84,0.73,27/09/2024,DI +
SBSPG0,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),761.16,0.48,27/09/2024,DI +
SBSPH0,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1031.98,0.7,27/09/2024,DI +
SIMH14,SIMPAR S.A. (*) (**),1026.44,2.43,27/09/2024,DI +
SIMH16,SIMPAR S.A. (*),1000.75,4.24,27/09/2024,DI +
SMFT18,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),1086.87,1.14,27/09/2024,DI +
SMFT19,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),1060.35,0.97,27/09/2024,DI +
SMFT29,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*),1063.57,1.21,27/09/2024,DI +
SNGO10,SANEAMENTO DE GOIÁS - SANEAGO,932.56,0.48,27/09/2024,DI +
SNGO18,SANEAMENTO DE GOIÁS - SANEAGO,393.67,0.34,27/09/2024,DI +
SNGO19,SANEAMENTO DE GOIÁS - SANEAGO,651.08,0.37,27/09/2024,DI +
SNGOA1,SANEAMENTO DE GOIÁS - SANEAGO,1038.02,0.5,27/09/2024,DI +
SNGOA2,SANEAMENTO DE GOIÁS - SANEAGO,1011.14,0.53,27/09/2024,DI +
STBP24,SANTOS BRASIL PARTICIPAÇÕES S/A,1005.81,0.47,27/09/2024,DI +
SULA19,SUL AMÉRICA S/A (*) (**),1054.1,1.0,27/09/2024,DI +
SULA29,SUL AMÉRICA S/A (*),1064.33,1.13,27/09/2024,DI +
SUZB18,SUZANO S.A. (*) (**),10230.31,0.61,27/09/2024,DI +
SUZBA1,SUZANO S.A. (*),1038.75,0.77,27/09/2024,DI +
SUZBB1,SUZANO S.A. (*),1046.82,0.84,27/09/2024,DI +
SVEA22,SOLVI ESSENCIS AMBIENTAL S.A. (*),994.77,2.89,27/09/2024,DI +
TAEEA1,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,1081.87,0.47,27/09/2024,DI +
TAEEA5,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*),1004.24,0.62,27/09/2024,DI +
TAEEB1,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,513.24,0.37,27/09/2024,DI +
TAEEC1,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,1036.59,0.34,27/09/2024,DI +
TBSP11,TIM BRASIL SERVICOS E PARTICIPACOES S.A (*),985.8,0.8,27/09/2024,DI +
TEND19,CONSTRUTORA TENDA S/A (*) (**),1009.95,3.21,27/09/2024,DI +
TFLE18,LOCALIZA FLEET S.A. (*) (**),337.98,1.25,27/09/2024,DI +
TFLEA0,LOCALIZA FLEET S.A. (*) (**),1060.32,1.49,27/09/2024,DI +
TFLEA1,LOCALIZA FLEET S.A. (*),1059.83,1.52,27/09/2024,DI +
TFLEA3,LOCALIZA FLEET S.A. (*),1036.88,1.75,27/09/2024,DI +
TFLEB0,LOCALIZA FLEET S.A. (*),1062.89,1.6,27/09/2024,DI +
TIET19,AES TIETE ENERGIA S/A (*) (**),1013.07,0.48,27/09/2024,DI +
TIETA0,AES TIETE ENERGIA S/A (*),1061.31,0.54,27/09/2024,DI +
TLPP27,TELEFÔNICA BRASIL S/A (*) (**),1039.48,0.74,27/09/2024,DI +
TRES11,TRES TENTOS AGROINDUSTRIAL S.A (*),1067.74,1.58,27/09/2024,DI +
TRIS17,TRISUL S/A (*) (**),391.95,1.23,27/09/2024,DI +
TRPLA3,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1032.94,0.78,27/09/2024,DI +
TRPLA5,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1004.92,0.7,27/09/2024,DI +
TRPLA6,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1036.85,0.81,27/09/2024,DI +
TRPLB5,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1005.24,0.77,27/09/2024,DI +
TSSG13,TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*),1031.79,0.89,27/09/2024,DI +
TUPY15,TUPY S/A (*),1025.58,0.79,27/09/2024,DI +
TUPY25,TUPY S/A (*),1023.3,0.99,27/09/2024,DI +
TUPY35,TUPY S/A (*),1021.01,1.22,27/09/2024,DI +
UNDAE1,UNIDAS S/A (*) (**),1015.79,1.77,27/09/2024,DI +
UNDAF5,UNIDAS S/A (*) (**),1042.24,1.48,27/09/2024,DI +
UNIP15,UNIPAR CARBOCLORO S/A,3472.93,0.32,27/09/2024,DI +
UNIP17,UNIPAR CARBOCLORO S/A,1093.53,0.63,27/09/2024,DI +
UNIP18,UNIPAR CARBOCLORO S/A (*),1107.35,0.8,27/09/2024,DI +
UNIP19,UNIPAR CARBOCLORO S/A (*),1010.33,0.76,27/09/2024,DI +
UNIP26,UNIPAR CARBOCLORO S/A,1068.49,0.36,27/09/2024,DI +
UNIP29,UNIPAR CARBOCLORO S/A (*),1007.83,1.18,27/09/2024,DI +
UQFN15,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A (*),1034.49,1.3,27/09/2024,DI +
USIM18,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),1036.79,1.71,27/09/2024,DI +
USIM19,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),1023.14,1.95,27/09/2024,DI +
USIM28,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),1049.34,1.48,27/09/2024,DI +
USIM29,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),1043.25,1.47,27/09/2024,DI +
USIM39,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),1051.48,1.66,27/09/2024,DI +
VAMO13,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1038.66,2.22,27/09/2024,DI +
VAMO14,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1064.71,2.16,27/09/2024,DI +
VAMO17,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A.",1040.96,1.95,27/09/2024,DI +
VAMO22,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*) (**)",679.88,1.49,27/09/2024,DI +
VAMO23,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1044.5,2.58,27/09/2024,DI +
VAMO24,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1078.45,2.37,27/09/2024,DI +
VAMOA0,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1021.85,2.07,27/09/2024,DI +
VBBR14,VIBRA ENERGIA S.A (*),1121.61,1.0,27/09/2024,DI +
VBBR15,VIBRA ENERGIA S.A (*),1077.01,0.97,27/09/2024,DI +
VBBR16,VIBRA ENERGIA S.A (*),1044.48,1.1,27/09/2024,DI +
VBBR24,VIBRA ENERGIA S.A (*),1136.59,1.17,27/09/2024,DI +
VECS11,VERT-11 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,1028.0,0.75,27/09/2024,DI +
VIAL1A,RODOVIAS INTEGRADAS DO OESTE S/A (*) (**),1024.89,1.36,27/09/2024,DI +
VIXL14,VIX LOGÍSTICA S/A,677.98,1.22,27/09/2024,DI +
VIXL15,VIX LOGÍSTICA S/A,1064.55,1.35,27/09/2024,DI +
VIXL18,VIX LOGÍSTICA S/A (*),1030.44,1.69,27/09/2024,DI +
VIXL25,VIX LOGÍSTICA S/A,1076.31,1.64,27/09/2024,DI +
VIXL26,VIX LOGÍSTICA S/A,1063.19,1.63,27/09/2024,DI +
VIXL35,VIX LOGÍSTICA S/A,1064.25,1.37,27/09/2024,DI +
VIXL45,VIX LOGÍSTICA S/A,1077.48,1.59,27/09/2024,DI +
VLID19,VALID SOLUCOES S/A (*),1052.15,1.84,27/09/2024,DI +
VLME11,VRENTAL LOCACAO DE MAQUINAS E EQUIPAMENTOS S.A. (*) (**),852.5,3.51,27/09/2024,DI +
VLME12,VRENTAL LOCACAO DE MAQUINAS E EQUIPAMENTOS S.A. (*),936.11,3.54,27/09/2024,DI +
VVEO15,CM HOSPITALAR S.A. (*) (**),833.96,12.69,27/09/2024,DI +
VVEO16,CM HOSPITALAR S.A. (*) (**),841.55,12.94,27/09/2024,DI +
WIZS11,WIZ SOLUCOES E CORRETAGEM DE SEGUROS S.A. (*) (**),1021.85,1.91,27/09/2024,DI +
XPVS24,XP INVESTIMENTOS S/A (*),1356.23,0.95,27/09/2024,DI +
XVII11,INFRAESTRUTURA BRASIL HOLDING XVII S.A (*) (**),631.14,2.29,27/09/2024,DI +
YDUQ18,YDUQS PARTICIPACOES S.A (*) (**),1013.13,0.99,27/09/2024,DI +
YDUQA0,YDUQS PARTICIPACOES S.A (*),1064.08,0.87,27/09/2024,DI +
ACRC21,ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A. (*),1029.84,7.26,27/09/2024,IPCA +
AEAB11,AES CAJUINA AB1 HOLDINGS S.A. (*),1165.35,7.11,27/09/2024,IPCA +
AEGP23,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),6896.17,9.4,27/09/2024,IPCA +
AESL17,RGE SUL DISTRIBUIDORA DE ENERGIA S/A,695.62,5.66,27/09/2024,IPCA +
AESLA5,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),1044.83,6.57,27/09/2024,IPCA +
AESLA7,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),1008.57,6.55,27/09/2024,IPCA +
AESLB7,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),1003.55,6.56,27/09/2024,IPCA +
AESOA1,AES TIETE ENERGIA S/A (*),1025.67,6.81,27/09/2024,IPCA +
